dataset,split_id,model_id,threat_id,hardware_id,n_runs,clean_macro_f1,clean_macro_f1_std,clean_macro_f1_ci_low,clean_macro_f1_ci_high,clean_bal_acc,clean_bal_acc_std,clean_bal_acc_ci_low,clean_bal_acc_ci_high,robust_utility,robust_utility_std,robust_utility_ci_low,robust_utility_ci_high,asr,asr_std,asr_ci_low,asr_ci_high,validity_rate,validity_rate_std,validity_rate_ci_low,validity_rate_ci_high,valid_count,valid_count_std,valid_count_ci_low,valid_count_ci_high,invalid_count,invalid_count_std,invalid_count_ci_low,invalid_count_ci_high,budget_pass_rate,budget_pass_rate_std,budget_pass_rate_ci_low,budget_pass_rate_ci_high,bounds_pass_rate,bounds_pass_rate_std,bounds_pass_rate_ci_low,bounds_pass_rate_ci_high,immutable_pass_rate,immutable_pass_rate_std,immutable_pass_rate_ci_low,immutable_pass_rate_ci_high,relation_pass_rate,relation_pass_rate_std,relation_pass_rate_ci_low,relation_pass_rate_ci_high,p95_latency_ms,p95_latency_ms_std,p95_latency_ms_ci_low,p95_latency_ms_ci_high,throughput_fps,throughput_fps_std,throughput_fps_ci_low,throughput_fps_ci_high,peak_mem_mb,peak_mem_mb_std,peak_mem_mb_ci_low,peak_mem_mb_ci_high,energy_per_flow_j,energy_per_flow_j_std,energy_per_flow_j_ci_low,energy_per_flow_j_ci_high,service_cost,service_cost_std,service_cost_ci_low,service_cost_ci_high,raise_score,raise_score_std,raise_score_ci_low,raise_score_ci_high,thread_count,thread_count_std,thread_count_ci_low,thread_count_ci_high,batch_size,batch_size_std,batch_size_ci_low,batch_size_ci_high,shift_utility_drop,shift_utility_drop_std,shift_utility_drop_ci_low,shift_utility_drop_ci_high
CICIDS2017,cicids2017_friday_holdout_sample,extra_trees,a0_clean,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5099464487213616,0.038985319024561454,0.48578309764988364,0.5341097997928396,0.56487707426841,0.02230713127884648,0.5510509710589243,0.5787031774778958,0.5374117614948858,0.03064532120243484,0.5184175946279656,0.556405928361806,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0048807453321965105,0.0001480724835147035,0.004788969056082488,0.004972521608310533,205057.5430084747,6256.601323424941,201179.66133211995,208935.42468482943,29.882643604278563,0.0010202825096808257,29.882011226627426,29.8832759819297,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,8.689994430966816,0.4469836589190497,8.41295108891105,8.967037773022582,0.36054005028747993,0.03958452951184368,0.33600530470821843,0.3850747958667414,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,extra_trees,a1_constrained_feature,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5099464487213616,0.038985319024561454,0.48578309764988364,0.5341097997928396,0.56487707426841,0.02230713127884648,0.5510509710589243,0.5787031774778958,0.5274531217656371,0.022392710069495635,0.5135739762721719,0.5413322672591022,0.8842227513042535,0.03252884221248777,0.8640611660204739,0.9043843365880332,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,89595.2,452.16068923435716,89314.94790131105,89875.45209868894,404.8,452.16068923435716,124.54790131105966,685.0520986889403,1.0,0.0,1.0,1.0,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0048807453321965105,0.0001480724835147035,0.004788969056082488,0.004972521608310533,205057.5430084747,6256.601323424941,201179.66133211995,208935.42468482943,29.882643604278563,0.0010202825096808257,29.882011226627426,29.8832759819297,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,8.689994430966816,0.4469836589190497,8.41295108891105,8.967037773022582,0.35406693446346826,0.0337264038024323,0.33316309281622736,0.37497077611070917,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,extra_trees,a1_constrained_score_search,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5099464487213616,0.038985319024561454,0.48578309764988364,0.5341097997928396,0.56487707426841,0.02230713127884648,0.5510509710589243,0.5787031774778958,0.5162860918286201,0.013951074206609855,0.507639126450033,0.5249330572072072,0.9003774673355125,0.02011883185695287,0.887907686159647,0.912847248511378,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,89595.2,452.16068923435716,89314.94790131105,89875.45209868894,404.8,452.16068923435716,124.54790131105966,685.0520986889403,1.0,0.0,1.0,1.0,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0048807453321965105,0.0001480724835147035,0.004788969056082488,0.004972521608310533,205057.5430084747,6256.601323424941,201179.66133211995,208935.42468482943,29.882643604278563,0.0010202825096808257,29.882011226627426,29.8832759819297,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,8.689994430966816,0.4469836589190497,8.41295108891105,8.967037773022582,0.3468083650044071,0.027219458967410876,0.3299375695495625,0.3636791604592517,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,extra_trees,a4_split_shift,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5099464487213616,0.038985319024561454,0.48578309764988364,0.5341097997928396,0.56487707426841,0.02230713127884648,0.5510509710589243,0.5787031774778958,0.5374117614948858,0.03064532120243484,0.5184175946279656,0.556405928361806,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0048807453321965105,0.0001480724835147035,0.004788969056082488,0.004972521608310533,205057.5430084747,6256.601323424941,201179.66133211995,208935.42468482943,29.882643604278563,0.0010202825096808257,29.882011226627426,29.8832759819297,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,8.689994430966816,0.4469836589190497,8.41295108891105,8.967037773022582,0.36054005028747993,0.03958452951184368,0.33600530470821843,0.3850747958667414,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,hist_gradient_boosting,a0_clean,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5669876387818666,0.09366730697190047,0.5089320404460932,0.6250432371176401,0.6029143320266591,0.05921069820159144,0.5662151610661497,0.6396135029871686,0.5849509854042628,0.07643889787179264,0.5375736656591218,0.6323283051494039,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0009684604533928002,6.675349511419554e-05,0.0009270862084705954,0.001009834698315005,1037233.7940392739,75467.48834668839,990458.5601555948,1084009.027922953,2.060932445526123,6.811197783253696e-05,2.0608902292848885,2.060974661767357,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,7.935031582656722,1.184266779147601,7.201015428298631,8.669047737014814,0.42551657262904763,0.1001242123643738,0.3634589428686921,0.48757420238940313,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,hist_gradient_boosting,a1_constrained_feature,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5669876387818666,0.09366730697190047,0.5089320404460932,0.6250432371176401,0.6029143320266591,0.05921069820159144,0.5662151610661497,0.6396135029871686,0.5665253897832226,0.07649945568303208,0.51911053591781,0.6139402436486353,0.8222027146497399,0.11789403319754792,0.74913123582998,0.8952741934694999,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,89595.2,452.16068923435716,89314.94790131105,89875.45209868894,404.8,452.16068923435716,124.54790131105966,685.0520986889403,1.0,0.0,1.0,1.0,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0009684604533928002,6.675349511419554e-05,0.0009270862084705954,0.001009834698315005,1037233.7940392739,75467.48834668839,990458.5601555948,1084009.027922953,2.060932445526123,6.811197783253696e-05,2.0608902292848885,2.060974661767357,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,7.935031582656722,1.184266779147601,7.201015428298631,8.669047737014814,0.4135399354753716,0.09716372258746647,0.3533172362892116,0.4737626346615316,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,hist_gradient_boosting,a1_constrained_score_search,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5669876387818666,0.09366730697190047,0.5089320404460932,0.6250432371176401,0.6029143320266591,0.05921069820159144,0.5662151610661497,0.6396135029871686,0.5574917654219759,0.08306895883041598,0.5060050913204531,0.6089784395234986,0.8348072122542473,0.12680922272579184,0.7562100417169461,0.9134043827915485,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,89595.2,452.16068923435716,89314.94790131105,89875.45209868894,404.8,452.16068923435716,124.54790131105966,685.0520986889403,1.0,0.0,1.0,1.0,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0009684604533928002,6.675349511419554e-05,0.0009270862084705954,0.001009834698315005,1037233.7940392739,75467.48834668839,990458.5601555948,1084009.027922953,2.060932445526123,6.811197783253696e-05,2.0608902292848885,2.060974661767357,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,7.935031582656722,1.184266779147601,7.201015428298631,8.669047737014814,0.40766807964056107,0.10022524726642643,0.3455478277991285,0.4697883314819936,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,hist_gradient_boosting,a4_split_shift,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.5669876387818666,0.09366730697190047,0.5089320404460932,0.6250432371176401,0.6029143320266591,0.05921069820159144,0.5662151610661497,0.6396135029871686,0.5849509854042628,0.07643889787179264,0.5375736656591218,0.6323283051494039,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0009684604533928002,6.675349511419554e-05,0.0009270862084705954,0.001009834698315005,1037233.7940392739,75467.48834668839,990458.5601555948,1084009.027922953,2.060932445526123,6.811197783253696e-05,2.0608902292848885,2.060974661767357,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,7.935031582656722,1.184266779147601,7.201015428298631,8.669047737014814,0.42551657262904763,0.1001242123643738,0.3634589428686921,0.48757420238940313,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,logistic_regression,a0_clean,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.7020151941180357,0.041286607687873234,0.6764254895555581,0.7276048986805133,0.6944761310428802,0.03448270724096977,0.6731035276679121,0.7158487344178482,0.698245662580458,0.037883360757616995,0.6747653123189392,0.7217260128419767,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.00013415126928072,3.906409399763419e-06,0.00013173005165015666,0.00013657248691128335,7459731.482561402,208354.66932787249,7330591.920584771,7588871.044538033,2.061412048339844,5.846575824483398e-05,2.0613758108874523,2.0614482857922356,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,5.585861527769099,0.7116404375696286,5.144782214840517,6.026940840697681,0.5857963481847983,0.05210887191870786,0.5534989347580377,0.6180937616115589,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CICIDS2017,cicids2017_friday_holdout_sample,logistic_regression,a1_constrained_feature,jetson_orin_nx_super_ina3221_20260608t140153z,10,0.7020151941180357,0.041286607687873234,0.6764254895555581,0.7276048986805133,0.6944761310428802,0.03448270724096977,0.6731035276679121,0.7158487344178482,0.6831682615748373,0.02418556417385919,0.6681778935948669,0.6981586295548078,0.5824752275617922,0.046344709306685605,0.5537504791359164,0.611199975987668,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,89595.2,452.16068923435716,89314.94790131105,89875.45209868894,404.8,452.16068923435716,124.54790131105966,685.0520986889403,1.0,0.0,1.0,1.0,0.9955022222222223,0.005024007658159514,0.9923883100145674,0.9986161344298772,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.00013415126928072,3.906409399763419e-06,0.00013173005165015666,0.00013657248691128335,7459731.482561402,208354.66932787249,7330591.920584771,7588871.044538033,2.061412048339844,5.846575824483398e-05,2.0613758108874523,2.0614482857922356,7.885391547583102e-05,0.0,7.885391547583102e-05,7.885391547583102e-05,5.585861527769099,0.7116404375696286,5.144782214840517,6.026940840697681,0.5759960375311449,0.04296084393150184,0.5493686305939375,0.6026234444683524,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
