stage,event_count,elapsed_s_total,elapsed_s_mean,elapsed_s_max
clean_profile,50,4.671927452087402,0.09343854904174805,0.23639178276062012
dataset_load,10,440.8756058216095,44.08756058216095,44.426593542099
model_training,50,186.6390495300293,3.732780990600586,16.010836601257324
preprocess_manifest,10,23.063877820968628,2.306387782096863,2.3893730640411377
preprocessing,50,125.68969583511353,2.5137939167022707,2.65407395362854
result_writing,50,0.2411818504333496,0.004823637008666992,0.03958415985107422
split_construction,50,6.247106313705444,0.12494212627410889,0.1292576789855957
threat_evaluation,50,1.6992273330688477,0.03398454666137695,0.08141255378723145
