stage,event_count,elapsed_s_total,elapsed_s_mean,elapsed_s_max
clean_profile,50,26.81349277496338,0.5362698554992675,1.377929925918579
dataset_load,10,61.26103353500366,6.126103353500366,6.51280951499939
model_training,50,621.5987169742584,12.43197433948517,22.681963443756104
preprocess_manifest,10,21.92828869819641,2.192828869819641,2.277907609939575
preprocessing,50,120.97773051261902,2.4195546102523804,2.6273505687713623
result_writing,200,0.7737784385681152,0.003868892192840576,0.04003596305847168
split_construction,50,6.533722639083862,0.13067445278167725,0.13259267807006836
threat_evaluation,200,99.47945618629456,0.4973972809314728,1.7140049934387207
