stage,event_count,elapsed_s_total,elapsed_s_mean,elapsed_s_max
clean_profile,50,27.840138912200928,0.5568027782440186,1.4123520851135254
dataset_load,10,59.119425535202026,5.911942553520203,6.282179832458496
model_training,50,689.5451714992523,13.790903429985047,22.043263912200928
preprocess_manifest,10,26.755550384521484,2.6755550384521483,2.7347328662872314
preprocessing,50,131.55353426933289,2.631070685386658,2.815094470977783
result_writing,50,0.21292972564697266,0.004258594512939453,0.04006767272949219
split_construction,50,17.99613094329834,0.35992261886596677,0.3670620918273926
threat_evaluation,50,9.57171630859375,0.191434326171875,0.4723532199859619
